"id","status_group"
32344,"non functional"
67015,"non functional"
1589,"functional"
34091,"non functional"
5526,"functional"
69400,"functional"
10539,"non functional"
70066,"functional"
44767,"functional"
27875,"non functional"
32267,"non functional"
62482,"non functional"
64827,"functional"
62456,"non functional"
18979,"functional"
45976,"functional"
60055,"non functional"
61337,"functional"
2758,"functional"
16172,"non functional"
19503,"non functional"
40722,"non functional"
3424,"functional"
949,"non functional"
39896,"functional"
60638,"functional"
71659,"non functional"
61973,"functional"
18291,"functional"
74234,"non functional"
755,"non functional"
56245,"non functional"
52684,"functional"
48339,"non functional"
35290,"functional"
68882,"functional"
41819,"non functional"
35246,"functional"
24939,"functional"
43599,"non functional"
63218,"non functional"
46983,"non functional"
6745,"functional"
48381,"non functional"
59523,"functional"
46352,"functional"
11650,"non functional"
34053,"functional"
57123,"functional"
27270,"non functional"
64323,"non functional"
37310,"non functional"
54712,"functional"
29677,"non functional"
62928,"functional"
51027,"functional"
29902,"non functional"
19377,"functional"
13604,"functional"
33537,"non functional"
51044,"non functional"
33854,"non functional"
35086,"functional"
31927,"non functional"
12477,"functional"
17951,"functional"
1540,"non functional"
37214,"functional"
19726,"functional"
63957,"non functional"
71796,"non functional"
51198,"non functional"
18144,"functional"
38915,"non functional"
60463,"functional"
18628,"functional"
6395,"non functional"
41532,"functional"
5706,"functional"
25730,"non functional"
43039,"non functional"
13118,"non functional"
65907,"functional"
33536,"non functional"
2741,"functional"
25478,"functional"
4893,"non functional"
49600,"functional"
44734,"functional"
16572,"non functional"
60201,"non functional"
10792,"non functional"
12124,"functional"
55179,"non functional"
29965,"functional"
22251,"functional"
3221,"non functional"
6276,"functional"
23597,"functional"
28292,"non functional"
29417,"non functional"
21680,"non functional"
64540,"functional"
23272,"non functional"
16522,"functional"
31337,"functional"
63547,"non functional"
18607,"functional"
14721,"functional"
38671,"non functional"
31569,"non functional"
50559,"non functional"
20548,"functional"
62680,"non functional"
3157,"functional"
69499,"functional"
61489,"non functional"
47777,"functional"
23762,"functional"
29739,"non functional"
63042,"non functional"
611,"non functional"
49530,"functional"
34608,"non functional"
37292,"functional"
70216,"functional"
27932,"non functional"
16471,"functional"
67952,"functional"
32739,"non functional"
51282,"non functional"
59070,"non functional"
34332,"functional"
27178,"non functional"
56188,"functional"
43116,"functional"
6491,"non functional"
73429,"functional"
13802,"functional"
24927,"non functional"
23180,"non functional"
9877,"non functional"
23343,"functional"
11737,"non functional"
6687,"functional"
42794,"functional"
62820,"non functional"
65206,"functional"
57544,"functional"
12716,"non functional"
67416,"non functional"
25263,"non functional"
11286,"functional"
19787,"non functional"
3917,"functional"
57951,"functional"
39343,"non functional"
64563,"functional"
58651,"functional"
44351,"non functional"
39349,"non functional"
39074,"non functional"
49521,"functional"
16587,"non functional"
25949,"functional"
39372,"functional"
19089,"non functional"
67665,"functional"
57982,"functional"
24130,"non functional"
32158,"non functional"
65631,"non functional"
48335,"functional"
13837,"non functional"
71873,"functional"
24730,"functional"
9820,"non functional"
50039,"functional"
35310,"functional"
27305,"non functional"
884,"non functional"
52751,"non functional"
24975,"functional"
63414,"non functional"
45031,"functional"
25010,"functional"
7967,"non functional"
73755,"functional"
9827,"functional"
23492,"non functional"
6998,"non functional"
24759,"non functional"
9748,"functional"
18655,"non functional"
5109,"functional"
7825,"functional"
39552,"non functional"
53765,"functional"
16337,"functional"
11358,"non functional"
9216,"non functional"
43778,"non functional"
16902,"functional"
17929,"non functional"
36249,"functional"
23309,"functional"
74248,"non functional"
19439,"functional"
25898,"functional"
24986,"non functional"
57336,"non functional"
4832,"non functional"
38655,"functional"
58378,"non functional"
66260,"functional"
67172,"functional"
19001,"non functional"
54332,"functional"
4193,"functional"
57425,"non functional"
63728,"non functional"
39524,"non functional"
23751,"functional"
58527,"non functional"
43882,"functional"
52184,"functional"
40382,"non functional"
54510,"functional"
4342,"functional"
273,"non functional"
52945,"non functional"
67138,"non functional"
23133,"functional"
59363,"non functional"
55495,"functional"
15034,"functional"
10924,"non functional"
29706,"functional"
9312,"functional"
6069,"non functional"
26188,"non functional"
40878,"non functional"
13063,"functional"
45773,"non functional"
15947,"functional"
35612,"functional"
23649,"non functional"
19240,"functional"
44496,"functional"
5712,"non functional"
50983,"non functional"
61769,"non functional"
41303,"functional"
46055,"non functional"
58101,"functional"
67166,"functional"
66185,"non functional"
69637,"functional"
40731,"functional"
9018,"non functional"
23947,"non functional"
43533,"non functional"
65063,"functional"
19559,"non functional"
997,"functional"
43558,"functional"
53925,"non functional"
54559,"functional"
67967,"functional"
24383,"non functional"
54706,"non functional"
56522,"non functional"
65880,"functional"
29592,"non functional"
11836,"functional"
71346,"functional"
61770,"non functional"
26205,"functional"
64339,"functional"
25328,"non functional"
29322,"non functional"
38187,"non functional"
57299,"functional"
55048,"non functional"
22775,"functional"
16734,"functional"
73924,"non functional"
13576,"functional"
10272,"functional"
67331,"non functional"
31359,"non functional"
58373,"non functional"
10034,"functional"
71848,"non functional"
23826,"functional"
32744,"functional"
840,"non functional"
61653,"functional"
58492,"functional"
55836,"non functional"
67474,"non functional"
33989,"non functional"
73951,"functional"
3404,"non functional"
59875,"functional"
67346,"functional"
23936,"non functional"
57758,"functional"
12935,"functional"
251,"non functional"
21886,"non functional"
28989,"non functional"
70127,"functional"
53062,"non functional"
30891,"functional"
41918,"functional"
29538,"non functional"
18328,"functional"
14412,"functional"
11893,"non functional"
72023,"non functional"
66343,"non functional"
45382,"functional"
23285,"non functional"
57381,"functional"
8369,"functional"
66506,"non functional"
23899,"functional"
27444,"functional"
30988,"non functional"
61062,"non functional"
50980,"non functional"
31529,"functional"
44539,"non functional"
47819,"functional"
34276,"functional"
31288,"non functional"
51303,"functional"
73437,"functional"
26960,"non functional"
68632,"non functional"
66792,"non functional"
39714,"functional"
52431,"non functional"
72339,"functional"
46060,"functional"
20038,"non functional"
4705,"functional"
67912,"functional"
11300,"non functional"
72175,"non functional"
42554,"non functional"
58123,"functional"
26228,"non functional"
143,"functional"
63371,"functional"
64300,"non functional"
31506,"functional"
54092,"functional"
18340,"non functional"
24853,"non functional"
40667,"non functional"
60777,"functional"
51544,"non functional"
23956,"functional"
51949,"functional"
15018,"non functional"
23297,"functional"
25254,"functional"
17197,"non functional"
34104,"non functional"
48087,"non functional"
58320,"functional"
73267,"non functional"
7178,"functional"
4655,"functional"
57125,"non functional"
41727,"functional"
43747,"functional"
29590,"non functional"
51445,"non functional"
24095,"non functional"
13053,"functional"
19393,"non functional"
11014,"functional"
60530,"functional"
16742,"non functional"
868,"functional"
37318,"functional"
58406,"non functional"
9653,"non functional"
45969,"non functional"
55394,"functional"
55438,"non functional"
27577,"functional"
66448,"functional"
5358,"non functional"
4917,"functional"
38435,"functional"
44847,"non functional"
20072,"non functional"
63901,"non functional"
68694,"functional"
68379,"non functional"
65892,"functional"
51758,"functional"
10710,"non functional"
6181,"functional"
32635,"functional"
62802,"non functional"
59997,"non functional"
54943,"non functional"
3341,"functional"
56195,"non functional"
39420,"functional"
49133,"functional"
8246,"non functional"
29691,"functional"
26966,"functional"
50023,"non functional"
54945,"non functional"
39311,"non functional"
33712,"functional"
47595,"non functional"
33796,"functional"
29442,"functional"
64886,"non functional"
28219,"functional"
428,"functional"
3389,"non functional"
12704,"non functional"
31516,"non functional"
61603,"functional"
16106,"non functional"
30129,"functional"
73629,"functional"
41192,"non functional"
61884,"functional"
59911,"functional"
11365,"non functional"
10842,"non functional"
66410,"non functional"
5794,"functional"
7030,"non functional"
61156,"functional"
2899,"functional"
50427,"non functional"
37335,"functional"
58849,"functional"
6709,"non functional"
73342,"non functional"
22016,"non functional"
41104,"functional"
58528,"non functional"
3382,"functional"
58786,"functional"
37823,"non functional"
28489,"functional"
10083,"functional"
29265,"non functional"
34180,"non functional"
3981,"non functional"
72834,"functional"
69471,"non functional"
25509,"functional"
70377,"functional"
12042,"non functional"
17640,"functional"
39478,"functional"
30666,"non functional"
1334,"non functional"
41309,"non functional"
61662,"functional"
73538,"non functional"
56179,"functional"
49459,"functional"
40400,"non functional"
71321,"functional"
1933,"functional"
11588,"non functional"
7723,"non functional"
34645,"non functional"
66421,"functional"
32241,"non functional"
35629,"functional"
29833,"functional"
36133,"non functional"
68419,"functional"
62493,"functional"
33182,"non functional"
41748,"non functional"
43826,"non functional"
28717,"functional"
23041,"non functional"
10827,"functional"
61253,"functional"
57576,"non functional"
45878,"functional"
49563,"functional"
19942,"non functional"
59439,"non functional"
29832,"non functional"
1506,"functional"
73427,"non functional"
20066,"functional"
66861,"functional"
57423,"non functional"
64571,"functional"
37169,"functional"
208,"non functional"
60653,"non functional"
37992,"non functional"
29,"functional"
3064,"non functional"
8913,"functional"
68760,"functional"
19771,"non functional"
21587,"functional"
21249,"functional"
18609,"non functional"
18061,"non functional"
63915,"non functional"
55956,"functional"
19951,"non functional"
52334,"functional"
53044,"functional"
32658,"non functional"
50768,"functional"
4698,"functional"
70504,"non functional"
62900,"non functional"
61252,"non functional"
24329,"functional"
42166,"non functional"
57842,"functional"
23626,"functional"
11324,"non functional"
453,"functional"
22711,"functional"
38771,"non functional"
5522,"non functional"
63290,"non functional"
53325,"functional"
18627,"non functional"
45387,"functional"
51002,"functional"
12017,"non functional"
60825,"functional"
48806,"functional"
30481,"non functional"
46281,"non functional"
15315,"non functional"
33035,"functional"
6167,"non functional"
61552,"functional"
40352,"functional"
37192,"non functional"
73888,"functional"
15771,"functional"
1065,"non functional"
41090,"non functional"
59355,"non functional"
40603,"functional"
72034,"non functional"
68687,"functional"
27191,"functional"
38682,"non functional"
27793,"functional"
36345,"functional"
731,"non functional"
64209,"non functional"
41965,"non functional"
64891,"functional"
55958,"non functional"
35363,"functional"
32592,"functional"
5012,"non functional"
28270,"functional"
30227,"functional"
42632,"non functional"
55479,"non functional"
53427,"non functional"
59914,"functional"
18309,"non functional"
4055,"functional"
65899,"functional"
32411,"non functional"
38077,"functional"
15620,"functional"
7342,"non functional"
13556,"non functional"
975,"non functional"
28201,"functional"
35492,"non functional"
46048,"functional"
17110,"functional"
56296,"non functional"
65226,"functional"
55386,"functional"
54250,"non functional"
53090,"non functional"
30328,"non functional"
19028,"functional"
21926,"non functional"
45133,"functional"
4855,"functional"
2832,"non functional"
56642,"functional"
12285,"functional"
7000,"non functional"
49099,"non functional"
72346,"non functional"
47251,"functional"
39390,"non functional"
16876,"functional"
21438,"functional"
42308,"non functional"
23868,"functional"
16647,"functional"
15275,"non functional"
25082,"non functional"
43571,"non functional"
30303,"functional"
45726,"non functional"
12453,"functional"
3047,"functional"
54286,"non functional"
60038,"functional"
38503,"functional"
23564,"non functional"
23511,"non functional"
67467,"non functional"
23163,"functional"
60717,"non functional"
33412,"functional"
22811,"functional"
30771,"non functional"
1923,"functional"
17453,"functional"
4498,"non functional"
50877,"non functional"
36462,"non functional"
60303,"functional"
62584,"non functional"
17153,"functional"
24469,"functional"
33840,"non functional"
44998,"functional"
54694,"functional"
64779,"non functional"
40730,"non functional"
19182,"non functional"
12567,"functional"
48915,"non functional"
2039,"functional"
55896,"functional"
20662,"non functional"
70985,"functional"
23669,"functional"
8449,"non functional"
49106,"non functional"
51497,"non functional"
15517,"functional"
43234,"non functional"
69181,"functional"
33746,"functional"
18642,"non functional"
45027,"functional"
23403,"functional"
53897,"non functional"
16125,"non functional"
1419,"non functional"
30942,"functional"
66300,"non functional"
5529,"functional"
72022,"functional"
65202,"non functional"
74074,"functional"
6075,"functional"
3178,"non functional"
65151,"non functional"
24829,"non functional"
20716,"functional"
43988,"non functional"
32930,"functional"
72494,"functional"
72952,"non functional"
28180,"functional"
66512,"functional"
48258,"non functional"
16160,"non functional"
16022,"non functional"
15662,"functional"
62551,"non functional"
58577,"functional"
53111,"functional"
69736,"non functional"
7427,"functional"
63505,"functional"
27246,"non functional"
39240,"non functional"
36078,"non functional"
27600,"functional"
47259,"non functional"
49176,"functional"
15470,"functional"
36098,"non functional"
73544,"functional"
14902,"functional"
49920,"non functional"
26055,"non functional"
44564,"non functional"
47882,"functional"
71004,"non functional"
38572,"functional"
35471,"functional"
33244,"non functional"
62963,"functional"
17338,"functional"
4814,"non functional"
6505,"non functional"
31999,"non functional"
40741,"functional"
70017,"non functional"
4419,"functional"
64634,"functional"
57538,"non functional"
63263,"functional"
66379,"functional"
63646,"non functional"
57999,"non functional"
17339,"non functional"
20437,"functional"
32647,"non functional"
44531,"functional"
36655,"functional"
52705,"non functional"
27883,"functional"
56621,"functional"
60792,"non functional"
16298,"non functional"
10372,"non functional"
22346,"functional"
59691,"non functional"
38740,"functional"
303,"functional"
73402,"non functional"
53950,"functional"
11216,"functional"
47505,"non functional"
17838,"non functional"
35474,"non functional"
46381,"functional"
60312,"non functional"
39090,"functional"
24742,"functional"
11783,"non functional"
22599,"functional"
43931,"functional"
29020,"non functional"
64647,"non functional"
22764,"non functional"
50133,"functional"
13498,"non functional"
40788,"functional"
61499,"functional"
38694,"non functional"
6140,"functional"
66728,"functional"
60413,"non functional"
39963,"non functional"
29797,"non functional"
35041,"functional"
73386,"non functional"
44448,"functional"
50783,"functional"
31555,"non functional"
73952,"functional"
69355,"functional"
19111,"non functional"
635,"non functional"
23883,"non functional"
6690,"functional"
44274,"non functional"
25081,"functional"
20710,"functional"
73617,"non functional"
27937,"functional"
10108,"functional"
5849,"non functional"
7848,"non functional"
704,"non functional"
40327,"functional"
30219,"non functional"
73638,"functional"
16688,"functional"
14012,"non functional"
57519,"functional"
6771,"functional"
41671,"non functional"
58994,"non functional"
58980,"non functional"
4935,"functional"
29178,"non functional"
9533,"functional"
57766,"functional"
5411,"non functional"
68513,"functional"
22622,"functional"
27092,"non functional"
48553,"non functional"
24346,"non functional"
9665,"functional"
61540,"non functional"
41357,"functional"
42138,"functional"
23218,"non functional"
22604,"functional"
27284,"functional"
60200,"non functional"
7573,"non functional"
59143,"non functional"
73321,"functional"
31590,"non functional"
41036,"functional"
2170,"functional"
54880,"non functional"
3605,"functional"
65642,"functional"
27440,"non functional"
1099,"non functional"
42148,"non functional"
69024,"functional"
18824,"non functional"
21058,"functional"
43375,"functional"
20698,"non functional"
23752,"functional"
69014,"functional"
25154,"non functional"
21604,"non functional"
1407,"non functional"
12686,"functional"
891,"non functional"
30835,"functional"
27885,"functional"
34836,"non functional"
37512,"functional"
10075,"functional"
48483,"non functional"
44347,"non functional"
70829,"non functional"
16391,"functional"
21298,"non functional"
4023,"functional"
72636,"functional"
259,"non functional"
4961,"functional"
65780,"functional"
35844,"non functional"
55882,"non functional"
39765,"non functional"
10301,"functional"
8569,"non functional"
52972,"functional"
72592,"functional"
35207,"non functional"
71608,"functional"
57197,"functional"
28513,"non functional"
11477,"non functional"
36041,"non functional"
6382,"functional"
49158,"non functional"
62048,"functional"
48467,"functional"
48565,"non functional"
16775,"functional"
19897,"functional"
58138,"non functional"
67366,"non functional"
50450,"non functional"
45815,"functional"
63874,"non functional"
69159,"functional"
4767,"functional"
41508,"non functional"
27934,"functional"
39386,"functional"
64159,"non functional"
31464,"non functional"
4820,"non functional"
28743,"functional"
25980,"non functional"
48551,"functional"
73156,"functional"
27126,"non functional"
44495,"functional"
29884,"functional"
49640,"non functional"
16434,"non functional"
58694,"non functional"
62064,"functional"
56502,"non functional"
37379,"functional"
51880,"functional"
47791,"non functional"
660,"functional"
70015,"functional"
57769,"non functional"
10971,"non functional"
52009,"non functional"
56767,"functional"
56285,"non functional"
3429,"functional"
46399,"functional"
22290,"non functional"
71086,"functional"
31742,"functional"
29307,"non functional"
26089,"non functional"
63673,"non functional"
22169,"functional"
66731,"non functional"
69919,"functional"
66730,"functional"
25173,"non functional"
25004,"functional"
9726,"functional"
19296,"non functional"
60261,"non functional"
9380,"non functional"
959,"functional"
5547,"non functional"
22945,"functional"
43757,"functional"
41580,"non functional"
67957,"functional"
10039,"functional"
45305,"non functional"
40192,"non functional"
28030,"non functional"
38006,"functional"
65232,"non functional"
57996,"functional"
56370,"functional"
29050,"non functional"
56820,"functional"
2709,"functional"
2702,"non functional"
67013,"non functional"
46274,"non functional"
18369,"functional"
163,"non functional"
3018,"functional"
32725,"functional"
37552,"non functional"
67863,"functional"
36522,"functional"
51401,"non functional"
60607,"non functional"
38468,"non functional"
9451,"functional"
11514,"non functional"
57382,"functional"
8094,"functional"
45517,"non functional"
44945,"functional"
42958,"functional"
6364,"non functional"
31745,"non functional"
12660,"non functional"
55609,"functional"
6609,"non functional"
9118,"functional"
19750,"functional"
60263,"non functional"
29368,"functional"
48179,"functional"
913,"non functional"
21610,"non functional"
4279,"non functional"
61702,"functional"
24295,"non functional"
31029,"functional"
34917,"functional"
54143,"non functional"
48165,"functional"
61165,"functional"
3511,"non functional"
27673,"non functional"
46990,"non functional"
33691,"functional"
51567,"non functional"
43215,"functional"
26957,"functional"
33416,"non functional"
55952,"functional"
15766,"functional"
40855,"non functional"
27807,"non functional"
46443,"non functional"
18208,"functional"
7068,"non functional"
62712,"functional"
53375,"functional"
53895,"non functional"
5245,"functional"
72156,"functional"
17641,"non functional"
55850,"non functional"
35754,"non functional"
61865,"functional"
37403,"non functional"
64752,"functional"
56021,"functional"
65703,"non functional"
1001,"functional"
31824,"functional"
18836,"non functional"
3885,"non functional"
14118,"non functional"
20043,"functional"
9612,"non functional"
22011,"functional"
46128,"functional"
60875,"non functional"
66936,"functional"
58928,"functional"
15412,"non functional"
58470,"non functional"
14158,"non functional"
71685,"functional"
34218,"non functional"
20975,"functional"
23201,"functional"
36029,"non functional"
47768,"functional"
15811,"functional"
15696,"non functional"
26130,"non functional"
66582,"non functional"
57266,"functional"
16803,"non functional"
36212,"functional"
67234,"functional"
70204,"non functional"
2576,"functional"
47817,"functional"
16554,"non functional"
10014,"non functional"
39649,"non functional"
21768,"functional"
13382,"non functional"
38340,"functional"
54059,"functional"
48319,"non functional"
70126,"functional"
7445,"functional"
22399,"non functional"
48663,"non functional"
62521,"non functional"
12931,"functional"
32399,"non functional"
28936,"functional"
69515,"functional"
42812,"non functional"
10462,"functional"
66822,"functional"
65092,"non functional"
10106,"non functional"
31244,"non functional"
70198,"functional"
68129,"non functional"
127,"functional"
44277,"functional"
12395,"non functional"
46254,"functional"
65302,"functional"
29662,"non functional"
37879,"non functional"
65504,"non functional"
8782,"functional"
29363,"non functional"
38629,"functional"
55273,"functional"
11060,"non functional"
29588,"functional"
12349,"functional"
29301,"non functional"
1867,"non functional"
1566,"non functional"
24729,"functional"
63618,"non functional"
18506,"functional"
52835,"functional"
54804,"non functional"
5439,"functional"
42479,"functional"
42295,"non functional"
35892,"non functional"
37244,"non functional"
47451,"functional"
48106,"non functional"
58363,"functional"
43867,"functional"
19137,"non functional"
72547,"functional"
26651,"functional"
29690,"non functional"
56624,"non functional"
28138,"non functional"
14055,"functional"
45586,"non functional"
8651,"functional"
6713,"functional"
42016,"non functional"
8693,"functional"
47285,"functional"
1098,"non functional"
56061,"non functional"
20581,"non functional"
40565,"functional"
36285,"non functional"
54774,"functional"
68375,"functional"
72467,"non functional"
10343,"functional"
60133,"functional"
40840,"non functional"
23350,"non functional"
26480,"non functional"
5532,"functional"
14605,"non functional"
36089,"functional"
13031,"functional"
33733,"non functional"
63005,"functional"
18828,"functional"
59725,"non functional"
23138,"non functional"
72526,"non functional"
43112,"functional"
3866,"non functional"
23155,"functional"
8558,"functional"
60953,"non functional"
18884,"functional"
35438,"functional"
56008,"non functional"
39761,"non functional"
41981,"non functional"
38576,"functional"
56871,"non functional"
917,"functional"
47737,"functional"
69446,"non functional"
2626,"functional"
25271,"functional"
34646,"non functional"
341,"non functional"
37897,"non functional"
64538,"functional"
34348,"non functional"
67426,"functional"
53079,"functional"
12527,"non functional"
55255,"functional"
44610,"functional"
65546,"non functional"
2260,"non functional"
5480,"non functional"
27649,"functional"
53468,"non functional"
497,"functional"
46354,"functional"
38045,"non functional"
29576,"functional"
5200,"functional"
26463,"non functional"
8715,"non functional"
70544,"non functional"
50219,"functional"
73092,"non functional"
30057,"functional"
27186,"functional"
29660,"non functional"
52836,"functional"
66209,"functional"
1642,"non functional"
59679,"non functional"
24882,"non functional"
63530,"functional"
15722,"non functional"
47376,"functional"
50807,"functional"
73203,"non functional"
9120,"functional"
45680,"functional"
59738,"non functional"
21831,"non functional"
41297,"non functional"
24692,"functional"
57243,"non functional"
24782,"functional"
50595,"functional"
19094,"non functional"
48584,"functional"
48555,"functional"
34860,"non functional"
60788,"non functional"
52047,"non functional"
61582,"functional"
73095,"non functional"
53019,"functional"
9899,"functional"
23228,"non functional"
44329,"functional"
8859,"functional"
18043,"non functional"
41457,"non functional"
42227,"non functional"
40803,"functional"
33795,"non functional"
20012,"functional"
47298,"functional"
65384,"non functional"
19516,"functional"
6008,"functional"
73261,"non functional"
35666,"non functional"
58088,"non functional"
24040,"functional"
21703,"non functional"
63085,"functional"
25016,"functional"
22902,"non functional"
58243,"functional"
66798,"functional"
58210,"non functional"
2527,"non functional"
72877,"non functional"
36503,"functional"
57992,"non functional"
33901,"functional"
63367,"functional"
21889,"non functional"
44714,"functional"
1648,"functional"
69020,"non functional"
61641,"non functional"
172,"non functional"
11989,"functional"
61387,"non functional"
61936,"functional"
51263,"functional"
39424,"non functional"
44914,"functional"
40977,"functional"
73925,"non functional"
50660,"non functional"
952,"non functional"
61606,"functional"
25329,"non functional"
13916,"functional"
23504,"functional"
53280,"non functional"
51264,"functional"
18339,"functional"
57856,"non functional"
31074,"non functional"
21979,"non functional"
68911,"functional"
42445,"non functional"
3493,"functional"
59660,"functional"
4690,"non functional"
6621,"functional"
34656,"functional"
51581,"non functional"
67154,"non functional"
66142,"non functional"
17049,"functional"
53488,"non functional"
40701,"functional"
8543,"functional"
63015,"non functional"
38752,"functional"
5830,"functional"
15645,"non functional"
28181,"non functional"
51803,"non functional"
32682,"functional"
73083,"non functional"
8389,"functional"
72561,"functional"
14682,"non functional"
44125,"functional"
19755,"functional"
18437,"non functional"
37809,"non functional"
58896,"non functional"
56782,"functional"
22859,"non functional"
5196,"functional"
28854,"functional"
52739,"non functional"
28266,"functional"
73472,"functional"
21845,"non functional"
35978,"non functional"
35588,"non functional"
57591,"functional"
52983,"non functional"
11561,"functional"
29609,"functional"
17759,"non functional"
73738,"functional"
45070,"functional"
25921,"non functional"
51424,"non functional"
74056,"non functional"
72373,"functional"
45594,"non functional"
44385,"functional"
5349,"functional"
65856,"non functional"
56192,"functional"
45904,"functional"
32231,"non functional"
6177,"non functional"
2162,"non functional"
61649,"functional"
21251,"non functional"
4566,"functional"
70553,"functional"
41190,"non functional"
25938,"functional"
27542,"functional"
27090,"non functional"
56219,"non functional"
73563,"non functional"
31088,"functional"
54004,"non functional"
70048,"functional"
3022,"functional"
16785,"non functional"
58915,"functional"
73166,"functional"
44005,"non functional"
60708,"non functional"
70812,"non functional"
47488,"functional"
12013,"non functional"
1771,"functional"
52241,"functional"
35609,"non functional"
36662,"functional"
44989,"functional"
34207,"non functional"
24623,"non functional"
47837,"non functional"
255,"functional"
4553,"non functional"
50307,"functional"
63501,"functional"
50892,"non functional"
33346,"functional"
67287,"functional"
39253,"non functional"
38883,"non functional"
56105,"non functional"
11206,"functional"
64557,"non functional"
54769,"functional"
63431,"functional"
14352,"non functional"
6379,"functional"
67028,"functional"
5682,"non functional"
38675,"non functional"
6666,"non functional"
5236,"functional"
21395,"non functional"
36698,"functional"
48142,"functional"
51286,"non functional"
42336,"functional"
31706,"functional"
3345,"non functional"
47932,"non functional"
31478,"non functional"
9532,"functional"
73761,"non functional"
56671,"functional"
68926,"functional"
5948,"non functional"
50924,"functional"
54124,"functional"
49803,"non functional"
45943,"non functional"
9416,"non functional"
64344,"functional"
18984,"non functional"
20418,"functional"
18771,"functional"
16973,"non functional"
44237,"functional"
66917,"functional"
53267,"non functional"
60301,"non functional"
18067,"non functional"
24561,"functional"
45213,"non functional"
24003,"functional"
67407,"functional"
21502,"non functional"
69897,"functional"
57803,"functional"
73759,"non functional"
73907,"non functional"
45239,"non functional"
25764,"functional"
29024,"non functional"
62429,"functional"
5050,"functional"
50797,"non functional"
33439,"functional"
50003,"functional"
71083,"non functional"
21851,"non functional"
156,"non functional"
26070,"functional"
70845,"non functional"
64391,"functional"
40193,"functional"
42472,"non functional"
24140,"functional"
17980,"functional"
44033,"non functional"
60837,"non functional"
60934,"non functional"
59198,"functional"
73351,"non functional"
27179,"functional"
38268,"functional"
64822,"non functional"
67220,"functional"
14858,"functional"
5405,"non functional"
41873,"non functional"
35681,"non functional"
28014,"functional"
60882,"non functional"
37197,"functional"
56169,"functional"
40819,"non functional"
47268,"functional"
25093,"functional"
28902,"non functional"
2647,"non functional"
49267,"non functional"
51138,"functional"
33337,"non functional"
43335,"functional"
12859,"functional"
2376,"non functional"
26685,"functional"
67230,"functional"
7453,"non functional"
14709,"non functional"
45608,"non functional"
66170,"functional"
7066,"non functional"
49528,"functional"
36390,"functional"
71159,"non functional"
20907,"functional"
60947,"functional"
28109,"non functional"
8222,"non functional"
63419,"non functional"
39541,"functional"
66799,"non functional"
42453,"functional"
44948,"functional"
16134,"non functional"
7150,"functional"
46674,"functional"
19347,"non functional"
73368,"non functional"
62965,"non functional"
51437,"functional"
7712,"non functional"
27678,"functional"
19658,"functional"
8612,"non functional"
43393,"functional"
63767,"functional"
60743,"non functional"
38868,"non functional"
45892,"non functional"
7693,"functional"
44321,"non functional"
15346,"functional"
3798,"functional"
30873,"non functional"
53741,"functional"
61491,"functional"
4689,"non functional"
54616,"non functional"
43137,"non functional"
39951,"functional"
6774,"non functional"
53301,"functional"
44379,"functional"
19784,"non functional"
11880,"functional"
10311,"functional"
71114,"non functional"
48596,"non functional"
12571,"non functional"
23249,"functional"
15606,"non functional"
22941,"functional"
63544,"functional"
65483,"non functional"
24859,"functional"
50004,"functional"
26180,"non functional"
25677,"non functional"
7806,"non functional"
42941,"functional"
46795,"non functional"
21682,"functional"
53244,"functional"
46016,"non functional"
56537,"functional"
57183,"functional"
71758,"non functional"
57645,"non functional"
21981,"non functional"
30118,"functional"
34419,"non functional"
646,"functional"
40521,"functional"
31158,"non functional"
41396,"functional"
72673,"functional"
47571,"non functional"
819,"non functional"
10881,"non functional"
3810,"functional"
7012,"non functional"
25928,"functional"
57357,"functional"
68059,"non functional"
52523,"functional"
20022,"functional"
35242,"non functional"
5772,"non functional"
68411,"non functional"
22773,"functional"
30840,"non functional"
34085,"functional"
11864,"functional"
11913,"non functional"
11340,"functional"
22905,"functional"
74212,"non functional"
3420,"non functional"
49412,"non functional"
54054,"functional"
34444,"non functional"
39470,"functional"
23901,"functional"
66573,"non functional"
57779,"functional"
40835,"functional"
50316,"non functional"
37342,"non functional"
5566,"non functional"
60737,"functional"
57943,"non functional"
66476,"functional"
59939,"functional"
72408,"non functional"
11873,"functional"
48702,"functional"
7015,"non functional"
12932,"non functional"
28055,"non functional"
36746,"functional"
70432,"non functional"
32209,"functional"
65582,"functional"
32082,"non functional"
62792,"functional"
45653,"functional"
2961,"non functional"
865,"non functional"
73028,"non functional"
62864,"functional"
66136,"non functional"
48998,"functional"
48514,"functional"
15090,"non functional"
62509,"functional"
17001,"functional"
16442,"non functional"
32264,"non functional"
25727,"non functional"
19946,"functional"
2067,"non functional"
7533,"functional"
65221,"functional"
54802,"non functional"
71245,"functional"
56479,"functional"
25532,"non functional"
52859,"non functional"
26502,"non functional"
15117,"functional"
62162,"non functional"
24291,"functional"
51849,"functional"
36701,"non functional"
20985,"functional"
19748,"functional"
37505,"non functional"
11439,"non functional"
14217,"non functional"
36525,"functional"
63725,"non functional"
37482,"functional"
21715,"functional"
72903,"non functional"
38794,"functional"
30054,"functional"
65097,"non functional"
41517,"non functional"
14239,"non functional"
48270,"functional"
67159,"non functional"
29086,"functional"
26104,"functional"
11498,"non functional"
44768,"functional"
19116,"functional"
15023,"non functional"
